appeal_agency,exempt,id,jurisdiction,name,parent,requires_proxy,slug,status,types
,False,16934,890,"City Clerk, City Of Helena",,False,city-clerk-city-of-helena,approved,[]
,False,16825,299,Fulton Reception and Diagnostic Center,,False,fulton-diagnostic-center-and-rehab,approved,[]
,False,16794,34,20th Circuit Court,,False,20th-circuit-court,approved,[]
,False,16814,2609,Ellis County Clerk,,False,ellis-county-medical-examiner,approved,[]
,False,16409,9543,"Animal Control, Gila",,False,animal-control-gila,approved,[]
,False,16954,4893,County Manager,,False,county-manager,approved,[]
,False,14558,33521,Big Horn County Sheriff's Office,,False,big-horn-county-sheriffs-office,approved,[]
,False,14287,9635,Poinsett County Sheriff's Office,,True,poinsett-county-sheriffs-office,approved,[]
,False,14548,7444,Washington County Sheriff's Office,,False,washington-county-sheriffs-office,approved,[]
,False,14253,9595,Columbia County Sheriff's Office,,True,columbia-county-sheriffs-office,approved,[]
,False,14265,9621,Logan County Sheriff's Office,,False,logan-county-sheriffs-office,approved,[]
,False,14522,7409,Marion County Sheriff's Office,,False,marion-county-sheriffs-office,approved,[]
,False,14556,268,Leicester Town Clerk,,False,leicester-town-clerk,approved,[]
,False,14298,9769,Van Buren County Sheriff's Office,,False,van-buren-county-sheriffs-office,approved,[]
,False,14532,7421,Moultrie County Sheriff's Office,,False,moultrie-county-sheriffs-office,approved,[]
,False,14518,7403,Lee County Sheriff's Office,,False,lee-county-sheriffs-office,approved,[]
,False,14528,7417,Mercer County Sheriff's Office,,False,mercer-county-sheriffs-office,approved,[]
,False,14534,7423,Perry County Sheriff's Office,,False,perry-county-sheriffs-office,approved,[]
,False,14535,7424,Piatt County Sheriff's Office,,False,piatt-county-sheriffs-office,approved,[]
,False,16907,8492,City Recorder,,False,city-recorder,approved,[]
,False,14538,7428,Putnam County Sheriff's Office,,False,putnam-county-sheriffs-office,approved,[]
,False,14545,7440,Union County Sheriff's Office,,False,union-county-sheriffs-office,approved,[]
,False,14547,7443,Warren County Sheriff's Office,,False,warren-county-sheriffs-office,approved,[]
,False,14549,7445,Wayne County Sheriff's Office,,False,wayne-county-sheriffs-office,approved,[]
,False,14514,7394,Jo Daviess County Sheriff's Office,,False,jo-daviess-county-sheriffs-office,approved,[]
,False,14515,7395,Johnson County Sheriff's Office,,False,johnson-county-sheriffs-office,approved,[]
,False,14517,7402,Lawrence County Sheriff's Office,,False,lawrence-county-sheriffs-office,approved,[]
,False,14521,7407,Macoupin County Sheriff's Office,,False,macoupin-county-sheriffs-office,approved,[]
,False,14523,7410,Marshall County Sheriff's Office,,False,marshall-county-sheriffs-office,approved,[]
,False,14524,7411,Mason County Sheriff's Office,,False,mason-county-sheriffs-office,approved,[]
,False,14525,7412,Massac County Sheriff's Office,,False,massac-county-sheriffs-office,approved,[]
,False,14526,7413,Mcdonough County Sheriff's Office,,False,mcdonough-county-sheriffs-office,approved,[]
,False,14529,7418,Monroe County Sheriff's Office,,False,monroe-county-sheriffs-office,approved,[]
,False,14533,7422,Ogle County Sheriff's Office,,False,ogle-county-sheriffs-office,approved,[]
,False,14537,7426,Pope County Sheriff's Office,,False,pope-county-sheriffs-office,approved,[]
,False,14540,7430,Richland County Sheriff's Office,,False,richland-county-sheriffs-office,approved,[]
,False,14542,7434,Schuyler County Sheriff's Office,,False,schuyler-county-sheriffs-office,approved,[]
,False,14543,7435,Scott County Sheriff's Office,,False,scott-county-sheriffs-office,approved,[]
,False,14544,7436,Shelby County Sheriff's Office,,False,shelby-county-sheriffs-office,approved,[]
,False,14546,7442,Wabash County Sheriff's Office,,False,wabash-county-sheriffs-office,approved,[]
,False,14512,7391,Jasper County Sheriff's Office,,False,jasper-county-sheriffs-office,approved,[]
,False,16275,25147,Fiscal Officer,,False,county-auditor,approved,[]
,False,14552,7451,Woodford County Sheriff's Office,,False,woodford-county-sheriffs-office,approved,[]
,False,14559,33523,Carbon County Sheriff's Office,,False,carbon-county-sheriffs-office,approved,[]
,False,16654,6925,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16574,6853,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,15016,3500,Office Of The City Manager,,False,office-of-the-city-manager,approved,[]
,False,14560,33524,Converse County Sheriff's Office,,False,converse-county-sheriffs-office,approved,[]
,False,15625,579,Mendon Town Clerk,,False,mendon-town-clerk,approved,[]
,False,16109,5638,Rocky Hill Town Clerk,,False,rocky-hill-town-clerk,approved,[]
,False,16569,6848,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,16108,5636,Redding Town Clerk,,False,redding-town-clerk,approved,[]
,False,16648,23588,Animal Control,,False,animal-control,approved,[]
,False,16151,5667,Westbrook Town Clerk,,False,westbrook-town-clerk,approved,[]
,False,16701,7603,Animal Control,,False,animal-control,approved,[]
,False,16200,5680,Woodstock Town Clerk,,False,woodstock-town-clerk,approved,[]
,False,16485,2029,"Municipal Clerk, Bellevile",,False,municipal-clerk-bellevile,approved,[]
,False,42901,5617,New Milford Hospital (nuvance Health),,False,new-milford-hospital-nuvance-health-foia-records,approved,[]
,False,14531,7420,Morgan County Sheriff's Office,,False,morgan-county-sheriffs-office,approved,[]
,False,3526,408,Pinal County Sheriff's Office,,False,pinal-county-sheriffs-office,approved,Police
,False,16859,8763,Clerk-treasurer,,False,clerk-treasurer,approved,[]
,False,16958,5277,City Clerk,,False,city-clerk,approved,[]
,False,16608,229,"Municipal Clerk, Eagleswood Township",,False,municipal-clerk-eagleswood-township,approved,[]
,False,16950,9939,City Clerk,,False,city-clerk,approved,[]
,False,17012,78,Arizona House Republican Caucus,,False,arizona-house-republican-caucus,approved,[]
,False,16804,30572,Trousdale Turner Correctional Center,,False,trousdale-turner-correctional-center,approved,[]
,False,16935,892,City Clerk,,False,city-clerk,approved,[]
,False,16980,4673,"Treasurer, State Of Delaware",,False,treasurer-state-of-delaware,approved,[]
,False,16931,30192,Fayette County Court Clerk,,False,county-clerk-fayette,approved,[]
,False,16821,34,City Of Bonita Springs,,False,town-of-bonita-springs,approved,[]
,False,16971,3462,City Clerk,,False,city-clerk,approved,[]
,False,16964,357,County Clerk,,False,county-clerk,approved,[]
,False,16972,9406,City Clerk,,False,city-clerk,approved,[]
,False,16968,35,County Manager,,False,county-manager,approved,[]
,False,16986,10752,City Clerk,,False,city-clerk,approved,[]
,False,16993,13599,City Clerk,,False,city-clerk,approved,[]
,False,16984,10886,City Clerk,,False,city-clerk,approved,[]
,False,16992,14148,City Clerk,,False,city-clerk,approved,[]
,False,17000,16,Watkins Glen Village Clerk,,False,bethel,approved,[]
,False,16801,38,lee county clerk,,False,lee-county-clerk-of-courts-linda-doggett,approved,[]
,False,17013,15544,County Clerk,,False,county-clerk,approved,[]
,False,14572,33539,Teton County Sheriff's Office,,False,teton-county-sheriffs-office,approved,[]
,False,14359,4914,Jenkins County Sheriff's Office,,False,jenkins-county-sheriffs-office,approved,[]
,False,16969,10399,City Clerk,,False,city-clerk,approved,[]
,False,14322,4848,Bryan County Sheriff's Office,,False,bryan-county-sheriffs-office,approved,[]
,False,14561,33525,Crook County Sheriff's Office,,False,crook-county-sheriffs-office,approved,[]
,False,14313,4836,Bacon County Sheriff's Office,,False,bacon-county-sheriffs-office,approved,[]
,False,14319,4845,Bleckley County Sheriff's Office,,False,bleckley-county-sheriffs-office,approved,[]
,False,14279,10441,Board Of County Commissioners,,False,leon-county-board-of-county-c,approved,[]
,False,14329,4859,Chattooga County Sheriff's Office,,False,chattooga-county-sheriffs-office,approved,[]
,False,16959,3476,Town Clerk,,False,town-clerk,approved,[]
,False,11219,4970,Troup County Sheriff,,False,troup-county-sheriff,approved,[]
,False,40661,7203,Sayreville School District,,False,sayreville-school-district,approved,[]
,False,14345,4888,Fannin County Sheriff's Office,,False,fannin-county-sheriffs-office,approved,[]
,True,17002,10,Home Box Office Incorporated,,False,home-box-office-incorporated,approved,[]
,False,14336,4874,Dade County Sheriff's Office,,False,dade-county-sheriffs-office,approved,[]
,False,14341,4883,Echols County Sheriff's Office,,False,echols-county-sheriffs-office,approved,[]
,False,14357,4912,Jeff Davis County Sheriff's Office,,False,jeff-davis-county-sheriffs-office,approved,[]
,False,14565,33529,Johnson County Sheriff's Office,,False,johnson-county-sheriffs-office,approved,[]
,False,14368,4926,Macon County Sheriff's Office,,False,macon-county-sheriffs-office,approved,[]
,False,14391,4952,Schley County Sheriff's Office,,False,schley-county-sheriffs-office,approved,[]
,False,14370,4928,Marion County Sheriff's Office,,False,marion-county-sheriffs-office,approved,[]
,False,14574,33541,Washakie County Sheriff's Office,,False,washakie-county-sheriffs-office,approved,[]
,False,14563,33527,Goshen County Sheriff's Office,,False,goshen-county-sheriffs-office,approved,[]
,False,14358,4913,Jefferson County Sheriff's Office,,False,jefferson-county-sheriffs-office,approved,[]
,False,14349,4899,Grady County Sheriff's Office,,False,grady-county-sheriffs-office,approved,[]
,False,14569,33535,Platte County Sheriff's Office,,False,platte-county-sheriffs-office,approved,[]
,False,14571,14551,Sublette County Sheriff's Office,,False,sublette-county-sheriffs-office,approved,[]
,False,14568,33534,Park County Sheriff's Office,,False,park-county-sheriffs-office,approved,[]
,False,15626,318,Dover Town Clerk,,False,dover-town-clerk,approved,[]
,False,16575,6854,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,14396,4960,Taliaferro County Sheriff's Office,,False,taliaferro-county-sheriffs-office,approved,[]
,False,14409,4979,Washington County Sheriff's Office,,False,washington-county-sheriffs-office,approved,[]
,False,14291,9640,Randolph County Sheriff's Office,,False,randolph-county-sheriffs-office,approved,[]
,False,14615,27407,Wilkinsburg Borough,,False,wilkinsburg-borough,approved,[]
,False,14567,33533,Niobrara County Sheriff's Office,,False,niobrara-county-sheriffs-office,approved,[]
,False,14564,33528,Hot Springs County Sheriff's Office,,False,hot-springs-county-sheriffs-office,approved,[]
,False,14575,33542,Weston County Sheriff's Office,,False,weston-county-sheriffs-office,approved,[]
,False,14411,4981,Webster County Sheriff's Office,,False,webster-county-sheriffs-office,approved,[]
,False,14404,4971,Turner County Sheriff's Office,,False,turner-county-sheriffs-office,approved,[]
,False,16111,5642,Scotland Town Clerk,,False,scotland-town-clerk,approved,[]
,False,16153,5677,Wolcott Town Clerk,,False,wolcott-town-clerk,approved,[]
,False,16277,25149,County Auditor,,False,county-auditor,approved,[]
,False,16487,6807,Borough Clerk,,False,borough-clerk,approved,[]
,False,14601,4909,Irwin County Detention Center,,False,irwin-county-detention-center,approved,[]
,False,14583,157,University Of Montana,,False,university-of-montana,approved,[]
,False,11204,313,Gwinnett County Sheriff,,False,gwinnett-county-sheriff,approved,[]
,False,14441,10656,Bingham County Sheriff's Office,,False,bingham-county-sheriffs-office,approved,[]
,False,14380,4939,Oconee County Sheriff's Office,,False,oconee-county-sheriffs-office,approved,[]
,False,14333,4869,Cook County Sheriff's Office,,False,cook-county-sheriffs-office,approved,[]
,False,14384,4944,Pierce County Sheriff's Office,,False,pierce-county-sheriffs-office,approved,[]
,False,14417,4987,Wilkinson County Sheriff's Office,,False,wilkinson-county-sheriffs-office,approved,[]
,False,14414,4984,Whitfield County Sheriff's Office,,False,whitfield-county-sheriffs-office,approved,[]
,False,11494,30255,Washington County Sheriff,,False,washington-county-sheriff,approved,[]
,False,11353,19524,Washington County Sheriff,,False,washington-county-sheriff,approved,[]
,False,14452,10668,Custer County Sheriff's Office,,False,custer-county-sheriffs-office,approved,[]
,False,14612,27287,Indiana County Solid Waste Authority,,False,indiana-county-solid-waste-authority,approved,[]
,False,14393,4956,Stephens County Sheriff's Office,,False,stephens-county-sheriffs-office,approved,[]
,False,14608,27259,Beaver County Housing Authority,,False,beaver-county-housing-authority,approved,[]
,False,14470,10687,Payette County Sheriff's Office,,False,payette-county-sheriffs-office,approved,[]
,False,14464,10681,Lincoln County Sheriff's Office,,False,lincoln-county-sheriffs-office,approved,[]
,False,14609,27840,Indiana Area School District,,False,indiana-area-school-district-indiana-pa,approved,[]
,False,14613,27379,Munhull Borough,,False,munhull-borough,approved,[]
,False,14584,10,Naval Safety Center,,False,naval-safety-center,approved,[]
,False,14586,14487,City Of Hays,,False,city-of-hays,approved,[]
,False,14590,16096,Jefferson Davis Parish District Attorney,,False,jefferson-davis-parish-district-attorney,approved,[]
,False,14614,306,West Allegheny School District,,False,west-allegheny-school-district,approved,[]
,False,14636,5658,Town Clerk,,False,town-clerk,approved,[]
,False,14485,7363,Christian County Sheriff's Office,,False,christian-county-sheriffs-office,approved,[]
,False,14629,5647,Town Clerk,,False,town-clerk,approved,[]
,False,14356,4911,Jasper County Sheriff's Office,,False,jasper-county-sheriffs-office,approved,[]
,False,10870,9016,Cleburne County Sheriff's Office,,True,cleburne-county-sheriffs-office,approved,[]
,False,14603,10451,Orange County Corrections,,False,orange-county-corrections,approved,[]
,False,14621,5606,Manchester Town Clerk,,False,town-clerk,approved,[]
,False,4605,3222,City Clerk,,False,city-clerk,approved,[]
,False,14631,5649,Town Clerk,,False,town-clerk,approved,[]
,False,14632,5651,Town Clerk,,False,town-clerk,approved,[]
,False,14630,5648,Town Clerk,,False,town-clerk,approved,[]
,False,14364,4921,Liberty County Sheriff's Office,,False,liberty-county-sheriffs-office,approved,[]
,False,14637,5662,Town Clerk,,False,town-clerk,approved,[]
,False,8169,9054,Morgan County Sheriff's Office,,True,morgan-county-sheriffs-office,approved,[]
,False,14639,10179,Town Clerk,,False,town-clerk,approved,[]
,False,14640,53,"Town Clerk,. Wethersfield",,False,town-clerk-wethersfield,approved,[]
,False,14634,5653,Town Clerk,,False,town-clerk,approved,[]
,False,14582,228,University Of Idaho,,False,university-of-idaho,approved,[]
,False,14647,10,Dent County Sheriff's Department,,False,dent-county-missouri-sheriffs-department,approved,[]
,False,14648,10,Missouri Division Of Fire Safety,,False,custodian-of-records-missouri-division-of-fire-safty,approved,[]
,False,14622,5620,North Branford Town Clerk,,False,town-clerk,approved,[]
,False,14624,5627,Town Clerk,,False,town-clerk,approved,[]
